,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
  79400,2020-11-01T16:47:38.575+03:00,   0.100E+01,  79400.00,  28.59375
  79500,2020-11-01T16:47:38.598+03:00,   0.100E+01,  79500.00,  28.65625
  79600,2020-11-01T16:47:38.621+03:00,   0.100E+01,  79600.00,  28.67188
  79700,2020-11-01T16:47:38.640+03:00,   0.100E+01,  79700.00,  28.70312
  79800,2020-11-01T16:47:38.662+03:00,   0.100E+01,  79800.00,  28.73438
  79900,2020-11-01T16:47:38.681+03:00,   0.100E+01,  79900.00,  28.76562
  80000,2020-11-01T16:47:38.700+03:00,   0.100E+01,  80000.00,  28.79688
  80100,2020-11-01T16:47:38.718+03:00,   0.100E+01,  80100.00,  28.82812
  80200,2020-11-01T16:47:38.739+03:00,   0.100E+01,  80200.00,  28.89062
  80300,2020-11-01T16:47:38.757+03:00,   0.100E+01,  80300.00,  28.92188
  80400,2020-11-01T16:47:38.774+03:00,   0.100E+01,  80400.00,  28.95312
  80500,2020-11-01T16:47:38.794+03:00,   0.100E+01,  80500.00,  28.98438
  80600,2020-11-01T16:47:38.815+03:00,   0.100E+01,  80600.00,  29.01562
  80700,2020-11-01T16:47:38.833+03:00,   0.100E+01,  80700.00,  29.07812
  80800,2020-11-01T16:47:38.853+03:00,   0.100E+01,  80800.00,  29.10938
  80900,2020-11-01T16:47:38.871+03:00,   0.100E+01,  80900.00,  29.14062
  81000,2020-11-01T16:47:38.888+03:00,   0.100E+01,  81000.00,  29.17188
  81100,2020-11-01T16:47:38.909+03:00,   0.100E+01,  81100.00,  29.20312
  81200,2020-11-01T16:47:38.939+03:00,   0.100E+01,  81200.00,  29.25000
  81300,2020-11-01T16:47:38.958+03:00,   0.100E+01,  81300.00,  29.31250
  81400,2020-11-01T16:47:38.976+03:00,   0.100E+01,  81400.00,  29.34375
  81500,2020-11-01T16:47:38.996+03:00,   0.100E+01,  81500.00,  29.37500
  81600,2020-11-01T16:47:39.014+03:00,   0.100E+01,  81600.00,  29.40625
  81700,2020-11-01T16:47:39.032+03:00,   0.100E+01,  81700.00,  29.43750
  81800,2020-11-01T16:47:39.052+03:00,   0.100E+01,  81800.00,  29.50000
  81900,2020-11-01T16:47:39.070+03:00,   0.100E+01,  81900.00,  29.53125
  82000,2020-11-01T16:47:39.088+03:00,   0.100E+01,  82000.00,  29.56250
  82100,2020-11-01T16:47:39.109+03:00,   0.100E+01,  82100.00,  29.59375
  82200,2020-11-01T16:47:39.130+03:00,   0.100E+01,  82200.00,  29.62500
  82300,2020-11-01T16:47:39.149+03:00,   0.100E+01,  82300.00,  29.65625
  82400,2020-11-01T16:47:39.166+03:00,   0.100E+01,  82400.00,  29.65625
  82500,2020-11-01T16:47:39.184+03:00,   0.100E+01,  82500.00,  29.67188
  82600,2020-11-01T16:47:39.202+03:00,   0.100E+01,  82600.00,  29.70312
  82700,2020-11-01T16:47:39.223+03:00,   0.100E+01,  82700.00,  29.76562
  82800,2020-11-01T16:47:39.241+03:00,   0.100E+01,  82800.00,  29.79688
  82900,2020-11-01T16:47:39.264+03:00,   0.100E+01,  82900.00,  29.82812
  83000,2020-11-01T16:47:39.282+03:00,   0.100E+01,  83000.00,  29.85938
  83100,2020-11-01T16:47:39.302+03:00,   0.100E+01,  83100.00,  29.92188
  83200,2020-11-01T16:47:39.320+03:00,   0.100E+01,  83200.00,  29.95312
  83300,2020-11-01T16:47:39.337+03:00,   0.100E+01,  83300.00,  29.98438
  83400,2020-11-01T16:47:39.356+03:00,   0.100E+01,  83400.00,  30.01562
  83500,2020-11-01T16:47:39.373+03:00,   0.100E+01,  83500.00,  30.04688
  83600,2020-11-01T16:47:39.393+03:00,   0.100E+01,  83600.00,  30.04688
  83700,2020-11-01T16:47:39.415+03:00,   0.100E+01,  83700.00,  30.09375
  83800,2020-11-01T16:47:39.433+03:00,   0.100E+01,  83800.00,  30.12500
  83900,2020-11-01T16:47:39.454+03:00,   0.100E+01,  83900.00,  30.15625
  84000,2020-11-01T16:47:39.472+03:00,   0.100E+01,  84000.00,  30.18750
  84100,2020-11-01T16:47:39.489+03:00,   0.100E+01,  84100.00,  30.25000
  84200,2020-11-01T16:47:39.509+03:00,   0.100E+01,  84200.00,  30.28125
  84300,2020-11-01T16:47:39.528+03:00,   0.100E+01,  84300.00,  30.31250
  84400,2020-11-01T16:47:39.549+03:00,   0.100E+01,  84400.00,  30.34375
  84500,2020-11-01T16:47:39.567+03:00,   0.100E+01,  84500.00,  30.40625
  84600,2020-11-01T16:47:39.598+03:00,   0.100E+01,  84600.00,  30.43750
  84700,2020-11-01T16:47:39.620+03:00,   0.100E+01,  84700.00,  30.46875
  84800,2020-11-01T16:47:39.637+03:00,   0.100E+01,  84800.00,  30.50000
  84900,2020-11-01T16:47:39.655+03:00,   0.100E+01,  84900.00,  30.53125
  85000,2020-11-01T16:47:39.674+03:00,   0.100E+01,  85000.00,  30.56250
  85100,2020-11-01T16:47:39.691+03:00,   0.100E+01,  85100.00,  30.62500
  85200,2020-11-01T16:47:39.713+03:00,   0.100E+01,  85200.00,  30.65625
  85300,2020-11-01T16:47:39.733+03:00,   0.100E+01,  85300.00,  30.68750
  85400,2020-11-01T16:47:39.751+03:00,   0.100E+01,  85400.00,  30.71875
  85500,2020-11-01T16:47:39.769+03:00,   0.100E+01,  85500.00,  30.78125
  85600,2020-11-01T16:47:39.789+03:00,   0.100E+01,  85600.00,  30.81250
  85700,2020-11-01T16:47:39.807+03:00,   0.100E+01,  85700.00,  30.84375
  85800,2020-11-01T16:47:39.824+03:00,   0.100E+01,  85800.00,  30.87500
  85900,2020-11-01T16:47:39.844+03:00,   0.100E+01,  85900.00,  30.90625
  86000,2020-11-01T16:47:39.864+03:00,   0.100E+01,  86000.00,  30.96875
  86100,2020-11-01T16:47:39.881+03:00,   0.100E+01,  86100.00,  31.00000
  86200,2020-11-01T16:47:39.905+03:00,   0.100E+01,  86200.00,  31.00000
  86300,2020-11-01T16:47:39.923+03:00,   0.100E+01,  86300.00,  31.03125
  86400,2020-11-01T16:47:39.943+03:00,   0.100E+01,  86400.00,  31.09375
  86500,2020-11-01T16:47:39.963+03:00,   0.100E+01,  86500.00,  31.12500
  86600,2020-11-01T16:47:39.981+03:00,   0.100E+01,  86600.00,  31.15625
  86700,2020-11-01T16:47:39.999+03:00,   0.100E+01,  86700.00,  31.18750
  86800,2020-11-01T16:47:40.019+03:00,   0.100E+01,  86800.00,  31.20312
  86900,2020-11-01T16:47:40.038+03:00,   0.100E+01,  86900.00,  31.26562
  87000,2020-11-01T16:47:40.058+03:00,   0.100E+01,  87000.00,  31.29688
  87100,2020-11-01T16:47:40.076+03:00,   0.100E+01,  87100.00,  31.32812
  87200,2020-11-01T16:47:40.097+03:00,   0.100E+01,  87200.00,  31.35938
  87300,2020-11-01T16:47:40.114+03:00,   0.100E+01,  87300.00,  31.42188
  87400,2020-11-01T16:47:40.134+03:00,   0.100E+01,  87400.00,  31.42188
  87500,2020-11-01T16:47:40.152+03:00,   0.100E+01,  87500.00,  31.45312
  87600,2020-11-01T16:47:40.171+03:00,   0.100E+01,  87600.00,  31.48438
  87700,2020-11-01T16:47:40.192+03:00,   0.100E+01,  87700.00,  31.54688
  87800,2020-11-01T16:47:40.211+03:00,   0.100E+01,  87800.00,  31.57812
  87900,2020-11-01T16:47:40.239+03:00,   0.100E+01,  87900.00,  31.64062
  88000,2020-11-01T16:47:40.260+03:00,   0.100E+01,  88000.00,  31.67188
  88100,2020-11-01T16:47:40.279+03:00,   0.100E+01,  88100.00,  31.70312
  88200,2020-11-01T16:47:40.296+03:00,   0.100E+01,  88200.00,  31.73438
  88300,2020-11-01T16:47:40.314+03:00,   0.100E+01,  88300.00,  31.76562
  88400,2020-11-01T16:47:40.334+03:00,   0.100E+01,  88400.00,  31.82812
  88500,2020-11-01T16:47:40.353+03:00,   0.100E+01,  88500.00,  31.85938
  88600,2020-11-01T16:47:40.371+03:00,   0.100E+01,  88600.00,  31.89062
  88700,2020-11-01T16:47:40.391+03:00,   0.100E+01,  88700.00,  31.89062
  88800,2020-11-01T16:47:40.409+03:00,   0.100E+01,  88800.00,  31.92188
  88900,2020-11-01T16:47:40.431+03:00,   0.100E+01,  88900.00,  31.95312
  89000,2020-11-01T16:47:40.449+03:00,   0.100E+01,  89000.00,  31.98438
  89100,2020-11-01T16:47:40.467+03:00,   0.100E+01,  89100.00,  32.01562
  89200,2020-11-01T16:47:40.485+03:00,   0.100E+01,  89200.00,  32.04688
  89300,2020-11-01T16:47:40.505+03:00,   0.100E+01,  89300.00,  32.10938
  89400,2020-11-01T16:47:40.524+03:00,   0.100E+01,  89400.00,  32.14062
  89500,2020-11-01T16:47:40.548+03:00,   0.100E+01,  89500.00,  32.17188
  89600,2020-11-01T16:47:40.565+03:00,   0.100E+01,  89600.00,  32.20312
  89700,2020-11-01T16:47:40.585+03:00,   0.100E+01,  89700.00,  32.26562
  89800,2020-11-01T16:47:40.603+03:00,   0.100E+01,  89800.00,  32.29688
  89900,2020-11-01T16:47:40.620+03:00,   0.100E+01,  89900.00,  32.32812
  90000,2020-11-01T16:47:40.638+03:00,   0.100E+01,  90000.00,  32.34375
  90100,2020-11-01T16:47:40.660+03:00,   0.100E+01,  90100.00,  32.37500
  90200,2020-11-01T16:47:40.679+03:00,   0.100E+01,  90200.00,  32.40625
  90300,2020-11-01T16:47:40.699+03:00,   0.100E+01,  90300.00,  32.43750
  90400,2020-11-01T16:47:40.717+03:00,   0.100E+01,  90400.00,  32.46875
  90500,2020-11-01T16:47:40.738+03:00,   0.100E+01,  90500.00,  32.53125
  90600,2020-11-01T16:47:40.756+03:00,   0.100E+01,  90600.00,  32.56250
  90700,2020-11-01T16:47:40.773+03:00,   0.100E+01,  90700.00,  32.59375
  90800,2020-11-01T16:47:40.793+03:00,   0.100E+01,  90800.00,  32.62500
  90900,2020-11-01T16:47:40.814+03:00,   0.100E+01,  90900.00,  32.65625
  91000,2020-11-01T16:47:40.833+03:00,   0.100E+01,  91000.00,  32.71875
  91100,2020-11-01T16:47:40.856+03:00,   0.100E+01,  91100.00,  32.71875
  91200,2020-11-01T16:47:40.874+03:00,   0.100E+01,  91200.00,  32.75000
  91300,2020-11-01T16:47:40.892+03:00,   0.100E+01,  91300.00,  32.78125
  91400,2020-11-01T16:47:40.914+03:00,   0.100E+01,  91400.00,  32.78125
  91500,2020-11-01T16:47:40.947+03:00,   0.100E+01,  91500.00,  32.82812
  91600,2020-11-01T16:47:40.967+03:00,   0.100E+01,  91600.00,  32.85938
  91700,2020-11-01T16:47:40.992+03:00,   0.100E+01,  91700.00,  32.90625
  91800,2020-11-01T16:47:41.030+03:00,   0.100E+01,  91800.00,  32.93750
  91900,2020-11-01T16:47:41.052+03:00,   0.100E+01,  91900.00,  33.00000
  92000,2020-11-01T16:47:41.072+03:00,   0.100E+01,  92000.00,  33.03125
  92100,2020-11-01T16:47:41.091+03:00,   0.100E+01,  92100.00,  33.06250
  92200,2020-11-01T16:47:41.112+03:00,   0.100E+01,  92200.00,  33.09375
  92300,2020-11-01T16:47:41.134+03:00,   0.100E+01,  92300.00,  33.09375
  92400,2020-11-01T16:47:41.156+03:00,   0.100E+01,  92400.00,  33.12500
  92500,2020-11-01T16:47:41.184+03:00,   0.100E+01,  92500.00,  33.18750
  92600,2020-11-01T16:47:41.204+03:00,   0.100E+01,  92600.00,  33.21875
  92700,2020-11-01T16:47:41.226+03:00,   0.100E+01,  92700.00,  33.26562
  92800,2020-11-01T16:47:41.249+03:00,   0.100E+01,  92800.00,  33.29688
  92900,2020-11-01T16:47:41.270+03:00,   0.100E+01,  92900.00,  33.35938
  93000,2020-11-01T16:47:41.303+03:00,   0.100E+01,  93000.00,  33.42188
  93100,2020-11-01T16:47:41.326+03:00,   0.100E+01,  93100.00,  33.45312
  93200,2020-11-01T16:47:41.358+03:00,   0.100E+01,  93200.00,  33.48438
  93300,2020-11-01T16:47:41.384+03:00,   0.100E+01,  93300.00,  33.51562
  93400,2020-11-01T16:47:41.418+03:00,   0.100E+01,  93400.00,  33.53125
  93500,2020-11-01T16:47:41.454+03:00,   0.100E+01,  93500.00,  33.57812
  93600,2020-11-01T16:47:41.484+03:00,   0.100E+01,  93600.00,  33.60938
  93700,2020-11-01T16:47:41.505+03:00,   0.100E+01,  93700.00,  33.67188
  93800,2020-11-01T16:47:41.526+03:00,   0.100E+01,  93800.00,  33.70312
  93900,2020-11-01T16:47:41.551+03:00,   0.100E+01,  93900.00,  33.76562
  94000,2020-11-01T16:47:41.570+03:00,   0.100E+01,  94000.00,  33.79688
  94100,2020-11-01T16:47:41.592+03:00,   0.100E+01,  94100.00,  33.82812
  94200,2020-11-01T16:47:41.616+03:00,   0.100E+01,  94200.00,  33.85938
  94300,2020-11-01T16:47:41.634+03:00,   0.100E+01,  94300.00,  33.89062
  94400,2020-11-01T16:47:41.665+03:00,   0.100E+01,  94400.00,  33.90625
  94500,2020-11-01T16:47:41.682+03:00,   0.100E+01,  94500.00,  33.93750
  94600,2020-11-01T16:47:41.700+03:00,   0.100E+01,  94600.00,  33.96875
  94700,2020-11-01T16:47:41.725+03:00,   0.100E+01,  94700.00,  34.01562
  94800,2020-11-01T16:47:41.757+03:00,   0.100E+01,  94800.00,  34.07812
  94900,2020-11-01T16:47:41.785+03:00,   0.100E+01,  94900.00,  34.12500
  95000,2020-11-01T16:47:41.805+03:00,   0.100E+01,  95000.00,  34.15625
  95100,2020-11-01T16:47:41.825+03:00,   0.100E+01,  95100.00,  34.18750
  95200,2020-11-01T16:47:41.850+03:00,   0.100E+01,  95200.00,  34.21875
  95300,2020-11-01T16:47:41.869+03:00,   0.100E+01,  95300.00,  34.25000
  95400,2020-11-01T16:47:41.887+03:00,   0.100E+01,  95400.00,  34.28125
  95500,2020-11-01T16:47:41.919+03:00,   0.100E+01,  95500.00,  34.31250
  95600,2020-11-01T16:47:41.940+03:00,   0.100E+01,  95600.00,  34.34375
  95700,2020-11-01T16:47:41.958+03:00,   0.100E+01,  95700.00,  34.40625
  95800,2020-11-01T16:47:41.977+03:00,   0.100E+01,  95800.00,  34.43750
  95900,2020-11-01T16:47:41.996+03:00,   0.100E+01,  95900.00,  34.46875
  96000,2020-11-01T16:47:42.017+03:00,   0.100E+01,  96000.00,  34.50000
  96100,2020-11-01T16:47:42.037+03:00,   0.100E+01,  96100.00,  34.56250
  96200,2020-11-01T16:47:42.058+03:00,   0.100E+01,  96200.00,  34.59375
  96300,2020-11-01T16:47:42.078+03:00,   0.100E+01,  96300.00,  34.62500
  96400,2020-11-01T16:47:42.101+03:00,   0.100E+01,  96400.00,  34.67188
  96500,2020-11-01T16:47:42.120+03:00,   0.100E+01,  96500.00,  34.70312
  96600,2020-11-01T16:47:42.138+03:00,   0.100E+01,  96600.00,  34.73438
  96700,2020-11-01T16:47:42.158+03:00,   0.100E+01,  96700.00,  34.73438
  96800,2020-11-01T16:47:42.176+03:00,   0.100E+01,  96800.00,  34.79688
  96900,2020-11-01T16:47:42.198+03:00,   0.100E+01,  96900.00,  34.81250
  97000,2020-11-01T16:47:42.222+03:00,   0.100E+01,  97000.00,  34.84375
  97100,2020-11-01T16:47:42.247+03:00,   0.100E+01,  97100.00,  34.90625
  97200,2020-11-01T16:47:42.266+03:00,   0.100E+01,  97200.00,  34.93750
  97300,2020-11-01T16:47:42.285+03:00,   0.100E+01,  97300.00,  34.96875
  97400,2020-11-01T16:47:42.303+03:00,   0.100E+01,  97400.00,  35.03125
  97500,2020-11-01T16:47:42.324+03:00,   0.100E+01,  97500.00,  35.06250
  97600,2020-11-01T16:47:42.348+03:00,   0.100E+01,  97600.00,  35.12500
  97700,2020-11-01T16:47:42.366+03:00,   0.100E+01,  97700.00,  35.15625
  97800,2020-11-01T16:47:42.388+03:00,   0.100E+01,  97800.00,  35.15625
  97900,2020-11-01T16:47:42.408+03:00,   0.100E+01,  97900.00,  35.17188
  98000,2020-11-01T16:47:42.431+03:00,   0.100E+01,  98000.00,  35.20312
  98100,2020-11-01T16:47:42.452+03:00,   0.100E+01,  98100.00,  35.23438
  98200,2020-11-01T16:47:42.472+03:00,   0.100E+01,  98200.00,  35.26562
  98300,2020-11-01T16:47:42.490+03:00,   0.100E+01,  98300.00,  35.32812
  98400,2020-11-01T16:47:42.514+03:00,   0.100E+01,  98400.00,  35.35938
  98500,2020-11-01T16:47:42.547+03:00,   0.100E+01,  98500.00,  35.39062
  98600,2020-11-01T16:47:42.565+03:00,   0.100E+01,  98600.00,  35.42188
  98700,2020-11-01T16:47:42.586+03:00,   0.100E+01,  98700.00,  35.48438
  98800,2020-11-01T16:47:42.608+03:00,   0.100E+01,  98800.00,  35.51562
  98900,2020-11-01T16:47:42.627+03:00,   0.100E+01,  98900.00,  35.53125
  99000,2020-11-01T16:47:42.652+03:00,   0.100E+01,  99000.00,  35.56250
  99100,2020-11-01T16:47:42.673+03:00,   0.100E+01,  99100.00,  35.56250
  99200,2020-11-01T16:47:42.692+03:00,   0.100E+01,  99200.00,  35.62500
  99300,2020-11-01T16:47:42.715+03:00,   0.100E+01,  99300.00,  35.65625
  99400,2020-11-01T16:47:42.737+03:00,   0.100E+01,  99400.00,  35.68750
  99500,2020-11-01T16:47:42.757+03:00,   0.100E+01,  99500.00,  35.75000
  99600,2020-11-01T16:47:42.778+03:00,   0.100E+01,  99600.00,  35.78125
  99700,2020-11-01T16:47:42.799+03:00,   0.100E+01,  99700.00,  35.81250
  99800,2020-11-01T16:47:42.822+03:00,   0.100E+01,  99800.00,  35.85938
  99900,2020-11-01T16:47:42.841+03:00,   0.100E+01,  99900.00,  35.89062
 100000,2020-11-01T16:47:42.867+03:00,   0.100E+01, 100000.00,  35.92188
 100100,2020-11-01T16:47:42.885+03:00,   0.100E+01, 100100.00,  35.95312
 100200,2020-11-01T16:47:42.914+03:00,   0.100E+01, 100200.00,  35.96875
 100300,2020-11-01T16:47:42.934+03:00,   0.100E+01, 100300.00,  36.00000
 100400,2020-11-01T16:47:42.955+03:00,   0.100E+01, 100400.00,  36.01562
 100500,2020-11-01T16:47:42.973+03:00,   0.100E+01, 100500.00,  36.06250
 100600,2020-11-01T16:47:42.998+03:00,   0.100E+01, 100600.00,  36.09375
 100700,2020-11-01T16:47:43.019+03:00,   0.100E+01, 100700.00,  36.12500
 100800,2020-11-01T16:47:43.039+03:00,   0.100E+01, 100800.00,  36.18750
 100900,2020-11-01T16:47:43.062+03:00,   0.100E+01, 100900.00,  36.21875
 101000,2020-11-01T16:47:43.080+03:00,   0.100E+01, 101000.00,  36.25000
 101100,2020-11-01T16:47:43.100+03:00,   0.100E+01, 101100.00,  36.31250
 101200,2020-11-01T16:47:43.119+03:00,   0.100E+01, 101200.00,  36.34375
 101300,2020-11-01T16:47:43.140+03:00,   0.100E+01, 101300.00,  36.37500
 101400,2020-11-01T16:47:43.158+03:00,   0.100E+01, 101400.00,  36.40625
 101500,2020-11-01T16:47:43.176+03:00,   0.100E+01, 101500.00,  36.46875
 101600,2020-11-01T16:47:43.205+03:00,   0.100E+01, 101600.00,  36.50000
 101700,2020-11-01T16:47:43.226+03:00,   0.100E+01, 101700.00,  36.56250
 101800,2020-11-01T16:47:43.247+03:00,   0.100E+01, 101800.00,  36.59375
 101900,2020-11-01T16:47:43.266+03:00,   0.100E+01, 101900.00,  36.62500
 102000,2020-11-01T16:47:43.284+03:00,   0.100E+01, 102000.00,  36.65625
 102100,2020-11-01T16:47:43.305+03:00,   0.100E+01, 102100.00,  36.71875
 102200,2020-11-01T16:47:43.324+03:00,   0.100E+01, 102200.00,  36.75000
 102300,2020-11-01T16:47:43.347+03:00,   0.100E+01, 102300.00,  36.78125
 102400,2020-11-01T16:47:43.365+03:00,   0.100E+01, 102400.00,  36.84375
 102500,2020-11-01T16:47:43.385+03:00,   0.100E+01, 102500.00,  36.84375
 102600,2020-11-01T16:47:43.405+03:00,   0.100E+01, 102600.00,  36.85938
 102700,2020-11-01T16:47:43.426+03:00,   0.100E+01, 102700.00,  36.89062
 102800,2020-11-01T16:47:43.449+03:00,   0.100E+01, 102800.00,  36.90625
 102900,2020-11-01T16:47:43.475+03:00,   0.100E+01, 102900.00,  36.93750
 103000,2020-11-01T16:47:43.493+03:00,   0.100E+01, 103000.00,  36.96875
 103100,2020-11-01T16:47:43.514+03:00,   0.100E+01, 103100.00,  37.00000
 103200,2020-11-01T16:47:43.544+03:00,   0.100E+01, 103200.00,  37.04688
 103300,2020-11-01T16:47:43.562+03:00,   0.100E+01, 103300.00,  37.07812
 103400,2020-11-01T16:47:43.582+03:00,   0.100E+01, 103400.00,  37.14062
 103500,2020-11-01T16:47:43.602+03:00,   0.100E+01, 103500.00,  37.17188
 103600,2020-11-01T16:47:43.620+03:00,   0.100E+01, 103600.00,  37.20312
 103700,2020-11-01T16:47:43.639+03:00,   0.100E+01, 103700.00,  37.23438
 103800,2020-11-01T16:47:43.666+03:00,   0.100E+01, 103800.00,  37.25000
 103900,2020-11-01T16:47:43.684+03:00,   0.100E+01, 103900.00,  37.28125
 104000,2020-11-01T16:47:43.706+03:00,   0.100E+01, 104000.00,  37.31250
 104100,2020-11-01T16:47:43.725+03:00,   0.100E+01, 104100.00,  37.37500
 104200,2020-11-01T16:47:43.749+03:00,   0.100E+01, 104200.00,  37.40625
 104300,2020-11-01T16:47:43.767+03:00,   0.100E+01, 104300.00,  37.43750
 104400,2020-11-01T16:47:43.785+03:00,   0.100E+01, 104400.00,  37.50000
 104500,2020-11-01T16:47:43.805+03:00,   0.100E+01, 104500.00,  37.53125
 104600,2020-11-01T16:47:43.827+03:00,   0.100E+01, 104600.00,  37.56250
 104700,2020-11-01T16:47:43.851+03:00,   0.100E+01, 104700.00,  37.59375
 104800,2020-11-01T16:47:43.871+03:00,   0.100E+01, 104800.00,  37.62500
 104900,2020-11-01T16:47:43.889+03:00,   0.100E+01, 104900.00,  37.65625
 105000,2020-11-01T16:47:43.910+03:00,   0.100E+01, 105000.00,  37.68750
 105100,2020-11-01T16:47:43.929+03:00,   0.100E+01, 105100.00,  37.71875
 105200,2020-11-01T16:47:43.949+03:00,   0.100E+01, 105200.00,  37.75000
 105300,2020-11-01T16:47:43.968+03:00,   0.100E+01, 105300.00,  37.78125
 105400,2020-11-01T16:47:43.990+03:00,   0.100E+01, 105400.00,  37.84375
 105500,2020-11-01T16:47:44.009+03:00,   0.100E+01, 105500.00,  37.87500
 105600,2020-11-01T16:47:44.032+03:00,   0.100E+01, 105600.00,  37.90625
 105700,2020-11-01T16:47:44.054+03:00,   0.100E+01, 105700.00,  37.96875
 105800,2020-11-01T16:47:44.073+03:00,   0.100E+01, 105800.00,  38.00000
 105900,2020-11-01T16:47:44.091+03:00,   0.100E+01, 105900.00,  38.03125
 106000,2020-11-01T16:47:44.114+03:00,   0.100E+01, 106000.00,  38.07812
 106100,2020-11-01T16:47:44.136+03:00,   0.100E+01, 106100.00,  38.07812
 106200,2020-11-01T16:47:44.156+03:00,   0.100E+01, 106200.00,  38.09375
 106300,2020-11-01T16:47:44.175+03:00,   0.100E+01, 106300.00,  38.12500
 106400,2020-11-01T16:47:44.207+03:00,   0.100E+01, 106400.00,  38.21875
 106500,2020-11-01T16:47:44.232+03:00,   0.100E+01, 106500.00,  38.25000
 106600,2020-11-01T16:47:44.251+03:00,   0.100E+01, 106600.00,  38.28125
 106700,2020-11-01T16:47:44.270+03:00,   0.100E+01, 106700.00,  38.34375
 106800,2020-11-01T16:47:44.288+03:00,   0.100E+01, 106800.00,  38.37500
 106900,2020-11-01T16:47:44.312+03:00,   0.100E+01, 106900.00,  38.40625
 107000,2020-11-01T16:47:44.334+03:00,   0.100E+01, 107000.00,  38.46875
 107100,2020-11-01T16:47:44.353+03:00,   0.100E+01, 107100.00,  38.50000
 107200,2020-11-01T16:47:44.371+03:00,   0.100E+01, 107200.00,  38.53125
 107300,2020-11-01T16:47:44.391+03:00,   0.100E+01, 107300.00,  38.53125
 107400,2020-11-01T16:47:44.419+03:00,   0.100E+01, 107400.00,  38.57812
 107500,2020-11-01T16:47:44.438+03:00,   0.100E+01, 107500.00,  38.60938
 107600,2020-11-01T16:47:44.460+03:00,   0.100E+01, 107600.00,  38.67188
 107700,2020-11-01T16:47:44.481+03:00,   0.100E+01, 107700.00,  38.70312
 107800,2020-11-01T16:47:44.505+03:00,   0.100E+01, 107800.00,  38.76562
 107900,2020-11-01T16:47:44.525+03:00,   0.100E+01, 107900.00,  38.79688
 108000,2020-11-01T16:47:44.548+03:00,   0.100E+01, 108000.00,  38.82812
 108100,2020-11-01T16:47:44.566+03:00,   0.100E+01, 108100.00,  38.89062
 108200,2020-11-01T16:47:44.588+03:00,   0.100E+01, 108200.00,  38.92188
 108300,2020-11-01T16:47:44.608+03:00,   0.100E+01, 108300.00,  38.95312
 108400,2020-11-01T16:47:44.630+03:00,   0.100E+01, 108400.00,  39.00000
 108500,2020-11-01T16:47:44.651+03:00,   0.100E+01, 108500.00,  39.00000
 108600,2020-11-01T16:47:44.670+03:00,   0.100E+01, 108600.00,  39.00000
 108700,2020-11-01T16:47:44.688+03:00,   0.100E+01, 108700.00,  39.03125
 108800,2020-11-01T16:47:44.709+03:00,   0.100E+01, 108800.00,  39.09375
 108900,2020-11-01T16:47:44.732+03:00,   0.100E+01, 108900.00,  39.12500
 109000,2020-11-01T16:47:44.751+03:00,   0.100E+01, 109000.00,  39.15625
 109100,2020-11-01T16:47:44.770+03:00,   0.100E+01, 109100.00,  39.20312
 109200,2020-11-01T16:47:44.792+03:00,   0.100E+01, 109200.00,  39.23438
 109300,2020-11-01T16:47:44.823+03:00,   0.100E+01, 109300.00,  39.26562
 109400,2020-11-01T16:47:44.842+03:00,   0.100E+01, 109400.00,  39.29688
 109500,2020-11-01T16:47:44.865+03:00,   0.100E+01, 109500.00,  39.35938
 109600,2020-11-01T16:47:44.883+03:00,   0.100E+01, 109600.00,  39.39062
 109700,2020-11-01T16:47:44.901+03:00,   0.100E+01, 109700.00,  39.42188
 109800,2020-11-01T16:47:44.920+03:00,   0.100E+01, 109800.00,  39.45312
 109900,2020-11-01T16:47:44.941+03:00,   0.100E+01, 109900.00,  39.48438
 110000,2020-11-01T16:47:44.960+03:00,   0.100E+01, 110000.00,  39.54688
 110100,2020-11-01T16:47:44.982+03:00,   0.100E+01, 110100.00,  39.57812
 110200,2020-11-01T16:47:45.002+03:00,   0.100E+01, 110200.00,  39.60938
 110300,2020-11-01T16:47:45.022+03:00,   0.100E+01, 110300.00,  39.67188
 110400,2020-11-01T16:47:45.041+03:00,   0.100E+01, 110400.00,  39.70312
 110500,2020-11-01T16:47:45.060+03:00,   0.100E+01, 110500.00,  39.73438
 110600,2020-11-01T16:47:45.080+03:00,   0.100E+01, 110600.00,  39.76562
 110700,2020-11-01T16:47:45.102+03:00,   0.100E+01, 110700.00,  39.82812
 110800,2020-11-01T16:47:45.122+03:00,   0.100E+01, 110800.00,  39.85938
 110900,2020-11-01T16:47:45.147+03:00,   0.100E+01, 110900.00,  39.89062
 111000,2020-11-01T16:47:45.167+03:00,   0.100E+01, 111000.00,  39.92188
 111100,2020-11-01T16:47:45.189+03:00,   0.100E+01, 111100.00,  39.95312
 111200,2020-11-01T16:47:45.209+03:00,   0.100E+01, 111200.00,  40.01562
 111300,2020-11-01T16:47:45.228+03:00,   0.100E+01, 111300.00,  40.04688
 111400,2020-11-01T16:47:45.251+03:00,   0.100E+01, 111400.00,  40.07812
 111500,2020-11-01T16:47:45.271+03:00,   0.100E+01, 111500.00,  40.14062
 111600,2020-11-01T16:47:45.289+03:00,   0.100E+01, 111600.00,  40.17188
 111700,2020-11-01T16:47:45.310+03:00,   0.100E+01, 111700.00,  40.20312
